id,key,value,type
157581317,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157581317,place,hamlet,regular
157581317,id,973307,gnis
157581317,Class,Populated Place,gnis
157581317,County,Onondaga,gnis
157581317,ST_num,36,gnis
157581317,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157581317,ST_alpha,NY,gnis
157581317,County_num,067,gnis
157583406,ele,162,regular
157583406,name,Sweets Crossing,regular
157583406,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157583406,place,hamlet,regular
157583406,id,966926,gnis
157583406,Class,Populated Place,gnis
157583406,County,Onondaga,gnis
157583406,ST_num,36,gnis
157583406,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157583406,ST_alpha,NY,gnis
157583406,County_num,067,gnis
157603965,ele,128,regular
157603965,name,North Syracuse,regular
157603965,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157603965,place,village,regular
157603965,id,958933,gnis
157603965,Class,Populated Place,gnis
157603965,population,6694,regular
157603965,County,Onondaga,gnis
157603965,ST_num,36,gnis
157603965,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157603965,ST_alpha,NY,gnis
157603965,County_num,067,gnis
157603965,population,6694;2006,census
157607811,ele,178,regular
157607811,name,Sherwood Knolls,regular
157607811,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157607811,place,hamlet,regular
157607811,id,965097,gnis
157607811,Class,Populated Place,gnis
157607811,County,Onondaga,gnis
157607811,ST_num,36,gnis
157607811,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157607811,ST_alpha,NY,gnis
157607811,County_num,067,gnis
157608799,ele,122,regular
157608799,name,Saintsville,regular
157608799,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157608799,place,hamlet,regular
157608799,id,973037,gnis
157608799,Class,Populated Place,gnis
157608799,County,Onondaga,gnis
157608799,ST_num,36,gnis
157608799,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157608799,ST_alpha,NY,gnis
157608799,County_num,067,gnis
157611373,ele,155,regular
157611373,name,Marcellus Falls,regular
157611373,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157611373,place,hamlet,regular
157611373,id,956497,gnis
157611373,Class,Populated Place,gnis
157611373,County,Onondaga,gnis
157611373,ST_num,36,gnis
157611373,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157611373,ST_alpha,NY,gnis
157611373,County_num,067,gnis
157624937,ele,150,regular
157624937,name,Fairmount,regular
157624937,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157624937,place,hamlet,regular
157624937,id,949818,gnis
157624937,wikipedia,"en:Fairmount, New York",regular
157624937,Class,Populated Place,gnis
157624937,County,Onondaga,gnis
157624937,ST_num,36,gnis
157624937,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157624937,ST_alpha,NY,gnis
157624937,County_num,067,gnis
157627506,ele,140,regular
157627506,name,Lyndon,regular
157627506,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157627506,place,hamlet,regular
157627506,id,956177,gnis
157627506,Class,Populated Place,gnis
157627506,County,Onondaga,gnis
157627506,ST_num,36,gnis
157627506,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157627506,ST_alpha,NY,gnis
157627506,County_num,067,gnis
157642924,ele,132,regular
157642924,name,East Syracuse,regular
157642924,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
157642924,place,village,regular
157642924,id,949253,gnis
157642924,Class,Populated Place,gnis
157642924,population,3049,regular
157642924,County,Onondaga,gnis
157642924,ST_num,36,gnis
157642924,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157642924,ST_alpha,NY,gnis
157642924,County_num,067,gnis
157642924,population,3049;2006,census
157643585,ele,172,regular
157643585,name,DeWitt,regular
157643585,is_in,Onondaga;New York;N.Y.;NY;USA,regular
157643585,place,town,regular
157643585,id,1867399,gnis
157643585,website,http://www.townofdewitt.com/,regular
157643585,wikipedia,"en:DeWitt, New York",regular
157643585,Class,Populated Place,gnis
157643585,population,24638,regular
157643585,County,Onondaga,gnis
157643585,ST_num,36,gnis
157643585,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157643585,state,New York,is_in
157643585,ST_alpha,NY,gnis
157643585,country,USA,is_in
157643585,County_num,067,gnis
157643585,population,24638;2006,census
158228927,ele,117,regular
158228927,name,Lindbergh Lawns,regular
158228927,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158228927,place,hamlet,regular
158228927,id,955396,gnis
158228927,Class,Populated Place,gnis
158228927,County,Onondaga,gnis
158228927,ST_num,36,gnis
158228927,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158228927,ST_alpha,NY,gnis
158228927,County_num,067,gnis
158229349,ele,118,regular
158229349,name,Rodger Corner,regular
158229349,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158229349,place,hamlet,regular
158229349,id,962797,gnis
158229349,Class,Populated Place,gnis
158229349,County,Onondaga,gnis
158229349,ST_num,36,gnis
158229349,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158229349,ST_alpha,NY,gnis
158229349,County_num,067,gnis
158231390,ele,163,regular
158231390,name,Fayetteville,regular
158231390,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158231390,place,village,regular
158231390,id,949943,gnis
158231390,Class,Populated Place,gnis
158231390,population,4193,regular
158231390,County,Onondaga,gnis
158231390,ST_num,36,gnis
158231390,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158231390,ST_alpha,NY,gnis
158231390,County_num,067,gnis
158231390,population,4193;2006,census
158233909,ele,128,regular
158233909,name,Hinsdale,regular
158233909,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158233909,place,hamlet,regular
158233909,id,952891,gnis
158233909,Class,Populated Place,gnis
158233909,County,Onondaga,gnis
158233909,ST_num,36,gnis
158233909,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158233909,ST_alpha,NY,gnis
158233909,County_num,067,gnis
158237676,ele,113,regular
158237676,name,Valentines Beach,regular
158237676,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158237676,place,hamlet,regular
158237676,id,968351,gnis
158237676,Class,Populated Place,gnis
158237676,County,Onondaga,gnis
158237676,ST_num,36,gnis
158237676,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158237676,ST_alpha,NY,gnis
158237676,County_num,067,gnis
158237764,ele,114,regular
158237764,name,Three Rivers,regular
158237764,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158237764,place,hamlet,regular
158237764,id,967461,gnis
158237764,Class,Populated Place,gnis
158237764,County,Onondaga,gnis
158237764,ST_num,36,gnis
158237764,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158237764,ST_alpha,NY,gnis
158237764,County_num,067,gnis
158237949,ele,147,regular
158237949,url,http://www.eastwoodneighbor.com/,regular
158237949,name,Eastwood,regular
158237949,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158237949,place,neighbourhood,regular
158237949,id,949312,gnis
158237949,website,http://www.syrgov.net/Home_Eastwood.aspx,regular
158237949,wikipedia,"en:Eastwood, Syracuse",regular
158237949,Class,Populated Place,gnis
158237949,County,Onondaga,gnis
158237949,ST_num,36,gnis
158237949,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158237949,ST_alpha,NY,gnis
158237949,County_num,067,gnis
158245554,ele,187,regular
158245554,name,Parson Farms,regular
158245554,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158245554,place,hamlet,regular
158245554,id,959943,gnis
158245554,Class,Populated Place,gnis
158245554,County,Onondaga,gnis
158245554,ST_num,36,gnis
158245554,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158245554,ST_alpha,NY,gnis
158245554,County_num,067,gnis
158253161,ele,142,regular
158253161,name,DeWitt,regular
158253161,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158253161,place,hamlet,regular
158253161,id,948111,gnis
158253161,Class,Populated Place,gnis
158253161,County,Onondaga,gnis
158253161,ST_num,36,gnis
158253161,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158253161,ST_alpha,NY,gnis
158253161,County_num,067,gnis
158264998,ele,131,regular
158264998,name,Kirkville,regular
158264998,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158264998,place,hamlet,regular
158264998,id,954714,gnis
158264998,Class,Populated Place,gnis
158264998,County,Onondaga,gnis
158264998,ST_num,36,gnis
158264998,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158264998,ST_alpha,NY,gnis
158264998,County_num,067,gnis
158268982,ele,124,regular
158268982,name,Edgewood Garden,regular
158268982,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158268982,place,hamlet,regular
158268982,id,949380,gnis
158268982,Class,Populated Place,gnis
158268982,County,Onondaga,gnis
158268982,ST_num,36,gnis
158268982,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158268982,ST_alpha,NY,gnis
158268982,County_num,067,gnis
158273837,ele,154,regular
158273837,name,Westvale,regular
158273837,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158273837,place,hamlet,regular
158273837,id,970945,gnis
158273837,Class,Populated Place,gnis
158273837,County,Onondaga,gnis
158273837,ST_num,36,gnis
158273837,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158273837,ST_alpha,NY,gnis
158273837,County_num,067,gnis
158276574,ele,128,regular
158276574,name,Liverpool,regular
158276574,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158276574,place,village,regular
158276574,id,955742,gnis
158276574,Class,Populated Place,gnis
158276574,population,2396,regular
158276574,County,Onondaga,gnis
158276574,ST_num,36,gnis
158276574,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158276574,ST_alpha,NY,gnis
158276574,County_num,067,gnis
158276574,population,2396;2006,census
158276594,ele,116,regular
158276594,name,Lower South Bay,regular
158276594,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158276594,place,hamlet,regular
158276594,id,956111,gnis
158276594,Class,Populated Place,gnis
158276594,County,Onondaga,gnis
158276594,ST_num,36,gnis
158276594,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158276594,ST_alpha,NY,gnis
158276594,County_num,067,gnis
158277350,ele,123,regular
158277350,name,Polkville,regular
158277350,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158277350,place,hamlet,regular
158277350,id,960864,gnis
158277350,Class,Populated Place,gnis
158277350,County,Onondaga,gnis
158277350,ST_num,36,gnis
158277350,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158277350,ST_alpha,NY,gnis
158277350,County_num,067,gnis
158284709,ele,125,regular
158284709,name,Pitcher Hill,regular
158284709,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158284709,place,hamlet,regular
158284709,id,960638,gnis
158284709,Class,Populated Place,gnis
158284709,County,Onondaga,gnis
158284709,ST_num,36,gnis
158284709,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158284709,ST_alpha,NY,gnis
158284709,County_num,067,gnis
158288085,ele,123,regular
158288085,name,Moyers Corners,regular
158288085,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158288085,place,hamlet,regular
158288085,id,957978,gnis
158288085,Class,Populated Place,gnis
158288085,County,Onondaga,gnis
158288085,ST_num,36,gnis
158288085,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158288085,ST_alpha,NY,gnis
158288085,County_num,067,gnis
158295996,ele,114,regular
158295996,name,Euclid,regular
158295996,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158295996,place,hamlet,regular
158295996,id,949726,gnis
158295996,Class,Populated Place,gnis
158295996,County,Onondaga,gnis
158295996,ST_num,36,gnis
158295996,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158295996,ST_alpha,NY,gnis
158295996,County_num,067,gnis
158296136,ele,299,regular
158296136,name,Wellington Corner,regular
158296136,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158296136,place,hamlet,regular
158296136,id,969034,gnis
158296136,Class,Populated Place,gnis
158296136,County,Onondaga,gnis
158296136,ST_num,36,gnis
158296136,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158296136,ST_alpha,NY,gnis
158296136,County_num,067,gnis
158305611,ele,124,regular
158305611,name,Snyder Crossing,regular
158305611,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158305611,place,hamlet,regular
158305611,id,965596,gnis
158305611,Class,Populated Place,gnis
158305611,County,Onondaga,gnis
158305611,ST_num,36,gnis
158305611,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158305611,ST_alpha,NY,gnis
158305611,County_num,067,gnis
158317192,ele,139,regular
158317192,name,Collamer,regular
158317192,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158317192,place,hamlet,regular
158317192,id,947132,gnis
158317192,Class,Populated Place,gnis
158317192,County,Onondaga,gnis
158317192,ST_num,36,gnis
158317192,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158317192,ST_alpha,NY,gnis
158317192,County_num,067,gnis
158322711,ele,152,regular
158322711,name,Solvay,regular
158322711,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158322711,place,village,regular
158322711,id,965631,gnis
158322711,Class,Populated Place,gnis
158322711,population,6554,regular
158322711,County,Onondaga,gnis
158322711,ST_num,36,gnis
158322711,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158322711,ST_alpha,NY,gnis
158322711,County_num,067,gnis
158322711,population,6554;2006,census
158324974,ele,122,regular
158324974,name,Cicero Center,regular
158324974,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158324974,place,hamlet,regular
158324974,id,946695,gnis
158324974,Class,Populated Place,gnis
158324974,County,Onondaga,gnis
158324974,ST_num,36,gnis
158324974,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158324974,ST_alpha,NY,gnis
158324974,County_num,067,gnis
158342983,ele,120,regular
158342983,name,Clay,regular
158342983,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158342983,place,town,regular
158342983,id,946803,gnis
158342983,Class,Populated Place,gnis
158342983,population,58836,regular
158342983,County,Onondaga,gnis
158342983,ST_num,36,gnis
158342983,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158342983,ST_alpha,NY,gnis
158342983,County_num,067,gnis
158342983,population,58836;2006,census
158343605,ele,112,regular
158343605,name,Oak Orchard,regular
158343605,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158343605,place,hamlet,regular
158343605,id,972885,gnis
158343605,Class,Populated Place,gnis
158343605,County,Onondaga,gnis
158343605,ST_num,36,gnis
158343605,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158343605,ST_alpha,NY,gnis
158343605,County_num,067,gnis
158347333,ele,116,regular
158347333,name,Baldwinsville,regular
158347333,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158347333,place,village,regular
158347333,id,942909,gnis
158347333,Class,Populated Place,gnis
158347333,population,7103,regular
158347333,County,Onondaga,gnis
158347333,ST_num,36,gnis
158347333,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158347333,ST_alpha,NY,gnis
158347333,County_num,067,gnis
158347333,population,7103;2006,census
158347515,ele,243,regular
158347515,name,Fillmore Corner,regular
158347515,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158347515,place,hamlet,regular
158347515,id,972469,gnis
158347515,Class,Populated Place,gnis
158347515,County,Onondaga,gnis
158347515,ST_num,36,gnis
158347515,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158347515,ST_alpha,NY,gnis
158347515,County_num,067,gnis
158348174,ele,134,regular
158348174,name,Village Green,regular
158348174,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158348174,place,hamlet,regular
158348174,id,1867421,gnis
158348174,Class,Populated Place,gnis
158348174,County,Onondaga,gnis
158348174,ST_num,36,gnis
158348174,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158348174,ST_alpha,NY,gnis
158348174,County_num,067,gnis
158350514,ele,171,regular
158350514,name,West Genesee Terrace,regular
158350514,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158350514,place,hamlet,regular
158350514,id,969235,gnis
158350514,Class,Populated Place,gnis
158350514,County,Onondaga,gnis
158350514,ST_num,36,gnis
158350514,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158350514,ST_alpha,NY,gnis
158350514,County_num,067,gnis
158354482,ele,298,regular
158354482,name,Howlett Hill,regular
158354482,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158354482,place,hamlet,regular
158354482,id,953336,gnis
158354482,Class,Populated Place,gnis
158354482,County,Onondaga,gnis
158354482,ST_num,36,gnis
158354482,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158354482,ST_alpha,NY,gnis
158354482,County_num,067,gnis
158368103,ele,158,regular
158368103,name,High Bridge,regular
158368103,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158368103,place,hamlet,regular
158368103,id,952725,gnis
158368103,Class,Populated Place,gnis
158368103,County,Onondaga,gnis
158368103,ST_num,36,gnis
158368103,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158368103,ST_alpha,NY,gnis
158368103,County_num,067,gnis
158373693,ele,180,regular
158373693,name,Nichols Corners,regular
158373693,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158373693,place,hamlet,regular
158373693,id,958564,gnis
158373693,Class,Populated Place,gnis
158373693,County,Onondaga,gnis
158373693,ST_num,36,gnis
158373693,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158373693,ST_alpha,NY,gnis
158373693,County_num,067,gnis
158379686,ele,171,regular
158379686,name,Orchard Village,regular
158379686,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158379686,place,hamlet,regular
158379686,id,959446,gnis
158379686,Class,Populated Place,gnis
158379686,County,Onondaga,gnis
158379686,ST_num,36,gnis
158379686,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158379686,ST_alpha,NY,gnis
158379686,County_num,067,gnis
158381240,ele,332,regular
158381240,name,Salem Corner,regular
158381240,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158381240,place,hamlet,regular
158381240,id,964298,gnis
158381240,Class,Populated Place,gnis
158381240,County,Onondaga,gnis
158381240,ST_num,36,gnis
158381240,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158381240,ST_alpha,NY,gnis
158381240,County_num,067,gnis
158391684,ele,217,regular
158391684,name,Bennetts Corners,regular
158391684,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158391684,place,hamlet,regular
158391684,id,943684,gnis
158391684,Class,Populated Place,gnis
158391684,County,Onondaga,gnis
158391684,ST_num,36,gnis
158391684,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158391684,ST_alpha,NY,gnis
158391684,County_num,067,gnis
158395565,ele,137,regular
158395565,name,Woodard,regular
158395565,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158395565,place,hamlet,regular
158395565,id,973285,gnis
158395565,Class,Populated Place,gnis
158395565,County,Onondaga,gnis
158395565,ST_num,36,gnis
158395565,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158395565,ST_alpha,NY,gnis
158395565,County_num,067,gnis
158398497,ele,185,regular
158398497,name,Cedarvale,regular
158398497,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158398497,place,hamlet,regular
158398497,id,946158,gnis
158398497,Class,Populated Place,gnis
158398497,County,Onondaga,gnis
158398497,ST_num,36,gnis
158398497,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158398497,ST_alpha,NY,gnis
158398497,County_num,067,gnis
158406470,ele,119,regular
158406470,name,Bridgeport,regular
158406470,is_in,"Madison,New York,N.Y.,NY,USA",regular
158406470,place,hamlet,regular
158406470,id,944727,gnis
158406470,Class,Populated Place,gnis
158406470,County,Madison,gnis
158406470,ST_num,36,gnis
158406470,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158406470,ST_alpha,NY,gnis
158406470,County_num,053,gnis
158406610,ele,171,regular
158406610,name,Oswego Bitter,regular
158406610,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158406610,place,hamlet,regular
158406610,id,972899,gnis
158406610,Class,Populated Place,gnis
158406610,County,Onondaga,gnis
158406610,ST_num,36,gnis
158406610,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158406610,ST_alpha,NY,gnis
158406610,County_num,067,gnis
158417986,ele,132,regular
158417986,name,Stiles,regular
158417986,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158417986,place,hamlet,regular
158417986,id,966419,gnis
158417986,Class,Populated Place,gnis
158417986,County,Onondaga,gnis
158417986,ST_num,36,gnis
158417986,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158417986,ST_alpha,NY,gnis
158417986,County_num,067,gnis
158419502,ele,153,regular
158419502,name,Taunton,regular
158419502,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158419502,place,hamlet,regular
158419502,id,967073,gnis
158419502,Class,Populated Place,gnis
158419502,County,Onondaga,gnis
158419502,ST_num,36,gnis
158419502,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158419502,ST_alpha,NY,gnis
158419502,County_num,067,gnis
158449841,ele,122,regular
158449841,name,Garden Terrace,regular
158449841,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158449841,place,hamlet,regular
158449841,id,950880,gnis
158449841,Class,Populated Place,gnis
158449841,County,Onondaga,gnis
158449841,ST_num,36,gnis
158449841,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158449841,ST_alpha,NY,gnis
158449841,County_num,067,gnis
158450092,ele,185,regular
158450092,name,Jamesville,regular
158450092,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158450092,place,hamlet,regular
158450092,id,953927,gnis
158450092,Class,Populated Place,gnis
158450092,County,Onondaga,gnis
158450092,ST_num,36,gnis
158450092,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158450092,ST_alpha,NY,gnis
158450092,County_num,067,gnis
158452551,ele,126,regular
158452551,name,Minoa,regular
158452551,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158452551,place,village,regular
158452551,id,957426,gnis
158452551,Class,Populated Place,gnis
158452551,population,3297,regular
158452551,County,Onondaga,gnis
158452551,ST_num,36,gnis
158452551,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158452551,ST_alpha,NY,gnis
158452551,County_num,067,gnis
158452551,population,3297;2006,census
158454532,ele,145,regular
158454532,name,Oot Park,regular
158454532,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158454532,place,hamlet,regular
158454532,id,959416,gnis
158454532,Class,Populated Place,gnis
158454532,County,Onondaga,gnis
158454532,ST_num,36,gnis
158454532,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158454532,ST_alpha,NY,gnis
158454532,County_num,067,gnis
158458626,ele,127,regular
158458626,name,Wrights Corners,regular
158458626,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158458626,place,hamlet,regular
158458626,id,971758,gnis
158458626,Class,Populated Place,gnis
158458626,County,Onondaga,gnis
158458626,ST_num,36,gnis
158458626,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158458626,ST_alpha,NY,gnis
158458626,County_num,067,gnis
158460256,ele,136,regular
158460256,name,Lyncourt,regular
158460256,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158460256,place,hamlet,regular
158460256,id,1867409,gnis
158460256,Class,Populated Place,gnis
158460256,County,Onondaga,gnis
158460256,ST_num,36,gnis
158460256,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158460256,ST_alpha,NY,gnis
158460256,County_num,067,gnis
158494250,ele,129,regular
158494250,name,Galeville,regular
158494250,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158494250,place,hamlet,regular
158494250,id,950848,gnis
158494250,Class,Populated Place,gnis
158494250,County,Onondaga,gnis
158494250,ST_num,36,gnis
158494250,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158494250,ST_alpha,NY,gnis
158494250,County_num,067,gnis
158494327,ele,188,regular
158494327,name,Windcrest Park,regular
158494327,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158494327,place,hamlet,regular
158494327,id,971448,gnis
158494327,Class,Populated Place,gnis
158494327,County,Onondaga,gnis
158494327,ST_num,36,gnis
158494327,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
158494327,ST_alpha,NY,gnis
158494327,County_num,067,gnis
158500153,ele,144,regular
158500153,name,Nedrow,regular
158500153,is_in,"Onondaga,New York,N.Y.,NY,USA",regular
158500153,place,hamlet,regular
158500153,id,958323,gnis
158500153,Class,Populated Place,gnis
158500153,County,Onondaga,gnis
158500153,ST_num,36,gnis
